,imagepaths,imagelabels
120,/home/data1/ygq/scene/datas/15scene/07/2186.jpg,07
121,/home/data1/ygq/scene/datas/15scene/09/2849.jpg,09
122,/home/data1/ygq/scene/datas/15scene/09/2860.jpg,09
123,/home/data1/ygq/scene/datas/15scene/09/2604.jpg,09
124,/home/data1/ygq/scene/datas/15scene/05/1446.jpg,05
125,/home/data1/ygq/scene/datas/15scene/12/3765.jpg,12
126,/home/data1/ygq/scene/datas/15scene/14/4320.jpg,14
127,/home/data1/ygq/scene/datas/15scene/10/3107.jpg,10
128,/home/data1/ygq/scene/datas/15scene/04/1167.jpg,04
129,/home/data1/ygq/scene/datas/15scene/02/581.jpg,02
130,/home/data1/ygq/scene/datas/15scene/04/1187.jpg,04
131,/home/data1/ygq/scene/datas/15scene/10/3027.jpg,10
132,/home/data1/ygq/scene/datas/15scene/12/3601.jpg,12
133,/home/data1/ygq/scene/datas/15scene/14/4415.jpg,14
134,/home/data1/ygq/scene/datas/15scene/05/1372.jpg,05
135,/home/data1/ygq/scene/datas/15scene/04/1185.jpg,04
136,/home/data1/ygq/scene/datas/15scene/12/3814.jpg,12
137,/home/data1/ygq/scene/datas/15scene/02/675.jpg,02
138,/home/data1/ygq/scene/datas/15scene/10/3190.jpg,10
139,/home/data1/ygq/scene/datas/15scene/11/3580.jpg,11
140,/home/data1/ygq/scene/datas/15scene/04/1143.jpg,04
141,/home/data1/ygq/scene/datas/15scene/00/75.jpg,00
142,/home/data1/ygq/scene/datas/15scene/12/3885.jpg,12
143,/home/data1/ygq/scene/datas/15scene/12/3630.jpg,12
144,/home/data1/ygq/scene/datas/15scene/06/1773.jpg,06
145,/home/data1/ygq/scene/datas/15scene/08/2332.jpg,08
146,/home/data1/ygq/scene/datas/15scene/04/1031.jpg,04
147,/home/data1/ygq/scene/datas/15scene/08/2300.jpg,08
148,/home/data1/ygq/scene/datas/15scene/03/800.jpg,03
149,/home/data1/ygq/scene/datas/15scene/03/780.jpg,03
150,/home/data1/ygq/scene/datas/15scene/10/3232.jpg,10
151,/home/data1/ygq/scene/datas/15scene/14/4433.jpg,14
152,/home/data1/ygq/scene/datas/15scene/10/3171.jpg,10
153,/home/data1/ygq/scene/datas/15scene/02/740.jpg,02
154,/home/data1/ygq/scene/datas/15scene/13/4011.jpg,13
155,/home/data1/ygq/scene/datas/15scene/04/1062.jpg,04
156,/home/data1/ygq/scene/datas/15scene/04/1147.jpg,04
157,/home/data1/ygq/scene/datas/15scene/13/3976.jpg,13
158,/home/data1/ygq/scene/datas/15scene/02/646.jpg,02
159,/home/data1/ygq/scene/datas/15scene/11/3436.jpg,11
160,/home/data1/ygq/scene/datas/15scene/02/682.jpg,02
161,/home/data1/ygq/scene/datas/15scene/10/3082.jpg,10
162,/home/data1/ygq/scene/datas/15scene/04/1164.jpg,04
163,/home/data1/ygq/scene/datas/15scene/10/2923.jpg,10
164,/home/data1/ygq/scene/datas/15scene/07/1977.jpg,07
165,/home/data1/ygq/scene/datas/15scene/13/4108.jpg,13
166,/home/data1/ygq/scene/datas/15scene/04/1089.jpg,04
167,/home/data1/ygq/scene/datas/15scene/14/4324.jpg,14
168,/home/data1/ygq/scene/datas/15scene/13/4164.jpg,13
169,/home/data1/ygq/scene/datas/15scene/09/2773.jpg,09
170,/home/data1/ygq/scene/datas/15scene/02/701.jpg,02
171,/home/data1/ygq/scene/datas/15scene/05/1519.jpg,05
172,/home/data1/ygq/scene/datas/15scene/04/1154.jpg,04
173,/home/data1/ygq/scene/datas/15scene/09/2669.jpg,09
174,/home/data1/ygq/scene/datas/15scene/09/2674.jpg,09
175,/home/data1/ygq/scene/datas/15scene/07/2121.jpg,07
176,/home/data1/ygq/scene/datas/15scene/11/3432.jpg,11
177,/home/data1/ygq/scene/datas/15scene/07/1967.jpg,07
178,/home/data1/ygq/scene/datas/15scene/09/2755.jpg,09
179,/home/data1/ygq/scene/datas/15scene/02/690.jpg,02
180,/home/data1/ygq/scene/datas/15scene/03/946.jpg,03
181,/home/data1/ygq/scene/datas/15scene/00/175.jpg,00
182,/home/data1/ygq/scene/datas/15scene/02/754.jpg,02
183,/home/data1/ygq/scene/datas/15scene/09/2873.jpg,09
184,/home/data1/ygq/scene/datas/15scene/07/2183.jpg,07
185,/home/data1/ygq/scene/datas/15scene/00/145.jpg,00
186,/home/data1/ygq/scene/datas/15scene/13/4001.jpg,13
187,/home/data1/ygq/scene/datas/15scene/12/3635.jpg,12
188,/home/data1/ygq/scene/datas/15scene/12/3904.jpg,12
189,/home/data1/ygq/scene/datas/15scene/01/272.jpg,01
190,/home/data1/ygq/scene/datas/15scene/14/4370.jpg,14
191,/home/data1/ygq/scene/datas/15scene/01/314.jpg,01
192,/home/data1/ygq/scene/datas/15scene/07/2009.jpg,07
193,/home/data1/ygq/scene/datas/15scene/13/3956.jpg,13
194,/home/data1/ygq/scene/datas/15scene/13/3964.jpg,13
195,/home/data1/ygq/scene/datas/15scene/00/146.jpg,00
196,/home/data1/ygq/scene/datas/15scene/12/3605.jpg,12
197,/home/data1/ygq/scene/datas/15scene/00/63.jpg,00
198,/home/data1/ygq/scene/datas/15scene/06/1774.jpg,06
199,/home/data1/ygq/scene/datas/15scene/14/4283.jpg,14
200,/home/data1/ygq/scene/datas/15scene/06/1722.jpg,06
201,/home/data1/ygq/scene/datas/15scene/13/4017.jpg,13
202,/home/data1/ygq/scene/datas/15scene/06/1882.jpg,06
203,/home/data1/ygq/scene/datas/15scene/09/2718.jpg,09
204,/home/data1/ygq/scene/datas/15scene/02/590.jpg,02
205,/home/data1/ygq/scene/datas/15scene/13/3978.jpg,13
206,/home/data1/ygq/scene/datas/15scene/03/827.jpg,03
207,/home/data1/ygq/scene/datas/15scene/08/2389.jpg,08
208,/home/data1/ygq/scene/datas/15scene/05/1406.jpg,05
209,/home/data1/ygq/scene/datas/15scene/11/3508.jpg,11
210,/home/data1/ygq/scene/datas/15scene/06/1768.jpg,06
211,/home/data1/ygq/scene/datas/15scene/00/47.jpg,00
212,/home/data1/ygq/scene/datas/15scene/09/2811.jpg,09
213,/home/data1/ygq/scene/datas/15scene/01/278.jpg,01
214,/home/data1/ygq/scene/datas/15scene/00/119.jpg,00
215,/home/data1/ygq/scene/datas/15scene/11/3419.jpg,11
216,/home/data1/ygq/scene/datas/15scene/04/1126.jpg,04
217,/home/data1/ygq/scene/datas/15scene/01/374.jpg,01
218,/home/data1/ygq/scene/datas/15scene/09/2885.jpg,09
219,/home/data1/ygq/scene/datas/15scene/10/2989.jpg,10
220,/home/data1/ygq/scene/datas/15scene/14/4257.jpg,14
221,/home/data1/ygq/scene/datas/15scene/06/1950.jpg,06
222,/home/data1/ygq/scene/datas/15scene/09/2714.jpg,09
223,/home/data1/ygq/scene/datas/15scene/03/887.jpg,03
224,/home/data1/ygq/scene/datas/15scene/07/2125.jpg,07
225,/home/data1/ygq/scene/datas/15scene/11/3359.jpg,11
226,/home/data1/ygq/scene/datas/15scene/13/4127.jpg,13
227,/home/data1/ygq/scene/datas/15scene/05/1492.jpg,05
228,/home/data1/ygq/scene/datas/15scene/09/2719.jpg,09
229,/home/data1/ygq/scene/datas/15scene/00/134.jpg,00
230,/home/data1/ygq/scene/datas/15scene/06/1645.jpg,06
231,/home/data1/ygq/scene/datas/15scene/12/3929.jpg,12
232,/home/data1/ygq/scene/datas/15scene/06/1781.jpg,06
233,/home/data1/ygq/scene/datas/15scene/09/2762.jpg,09
234,/home/data1/ygq/scene/datas/15scene/11/3334.jpg,11
235,/home/data1/ygq/scene/datas/15scene/03/927.jpg,03
236,/home/data1/ygq/scene/datas/15scene/07/2045.jpg,07
237,/home/data1/ygq/scene/datas/15scene/11/3363.jpg,11
238,/home/data1/ygq/scene/datas/15scene/04/1199.jpg,04
239,/home/data1/ygq/scene/datas/15scene/06/1837.jpg,06
240,/home/data1/ygq/scene/datas/15scene/14/4434.jpg,14
241,/home/data1/ygq/scene/datas/15scene/09/2876.jpg,09
242,/home/data1/ygq/scene/datas/15scene/01/248.jpg,01
243,/home/data1/ygq/scene/datas/15scene/01/231.jpg,01
244,/home/data1/ygq/scene/datas/15scene/06/1788.jpg,06
245,/home/data1/ygq/scene/datas/15scene/07/2085.jpg,07
246,/home/data1/ygq/scene/datas/15scene/09/2812.jpg,09
247,/home/data1/ygq/scene/datas/15scene/11/3560.jpg,11
248,/home/data1/ygq/scene/datas/15scene/06/1947.jpg,06
249,/home/data1/ygq/scene/datas/15scene/02/649.jpg,02
250,/home/data1/ygq/scene/datas/15scene/07/2212.jpg,07
251,/home/data1/ygq/scene/datas/15scene/02/654.jpg,02
252,/home/data1/ygq/scene/datas/15scene/09/2678.jpg,09
253,/home/data1/ygq/scene/datas/15scene/00/178.jpg,00
254,/home/data1/ygq/scene/datas/15scene/09/2541.jpg,09
255,/home/data1/ygq/scene/datas/15scene/14/4259.jpg,14
256,/home/data1/ygq/scene/datas/15scene/07/2119.jpg,07
257,/home/data1/ygq/scene/datas/15scene/07/2173.jpg,07
258,/home/data1/ygq/scene/datas/15scene/11/3586.jpg,11
259,/home/data1/ygq/scene/datas/15scene/07/1984.jpg,07
260,/home/data1/ygq/scene/datas/15scene/04/1138.jpg,04
261,/home/data1/ygq/scene/datas/15scene/10/3177.jpg,10
262,/home/data1/ygq/scene/datas/15scene/06/1887.jpg,06
263,/home/data1/ygq/scene/datas/15scene/04/1111.jpg,04
264,/home/data1/ygq/scene/datas/15scene/11/3478.jpg,11
265,/home/data1/ygq/scene/datas/15scene/09/2636.jpg,09
266,/home/data1/ygq/scene/datas/15scene/08/2386.jpg,08
267,/home/data1/ygq/scene/datas/15scene/04/986.jpg,04
268,/home/data1/ygq/scene/datas/15scene/14/4300.jpg,14
269,/home/data1/ygq/scene/datas/15scene/07/2065.jpg,07
270,/home/data1/ygq/scene/datas/15scene/12/3857.jpg,12
271,/home/data1/ygq/scene/datas/15scene/05/1579.jpg,05
272,/home/data1/ygq/scene/datas/15scene/05/1613.jpg,05
273,/home/data1/ygq/scene/datas/15scene/10/3051.jpg,10
274,/home/data1/ygq/scene/datas/15scene/08/2479.jpg,08
275,/home/data1/ygq/scene/datas/15scene/05/1377.jpg,05
276,/home/data1/ygq/scene/datas/15scene/02/739.jpg,02
277,/home/data1/ygq/scene/datas/15scene/12/3762.jpg,12
278,/home/data1/ygq/scene/datas/15scene/01/289.jpg,01
279,/home/data1/ygq/scene/datas/15scene/10/3186.jpg,10
280,/home/data1/ygq/scene/datas/15scene/13/4103.jpg,13
281,/home/data1/ygq/scene/datas/15scene/03/825.jpg,03
282,/home/data1/ygq/scene/datas/15scene/13/4146.jpg,13
283,/home/data1/ygq/scene/datas/15scene/06/1776.jpg,06
284,/home/data1/ygq/scene/datas/15scene/10/3057.jpg,10
285,/home/data1/ygq/scene/datas/15scene/00/164.jpg,00
286,/home/data1/ygq/scene/datas/15scene/02/711.jpg,02
287,/home/data1/ygq/scene/datas/15scene/08/2321.jpg,08
288,/home/data1/ygq/scene/datas/15scene/12/3917.jpg,12
289,/home/data1/ygq/scene/datas/15scene/05/1584.jpg,05
290,/home/data1/ygq/scene/datas/15scene/14/4198.jpg,14
291,/home/data1/ygq/scene/datas/15scene/06/1670.jpg,06
292,/home/data1/ygq/scene/datas/15scene/03/835.jpg,03
293,/home/data1/ygq/scene/datas/15scene/02/460.jpg,02
294,/home/data1/ygq/scene/datas/15scene/08/2444.jpg,08
295,/home/data1/ygq/scene/datas/15scene/08/2377.jpg,08
296,/home/data1/ygq/scene/datas/15scene/12/3758.jpg,12
297,/home/data1/ygq/scene/datas/15scene/10/3080.jpg,10
298,/home/data1/ygq/scene/datas/15scene/05/1443.jpg,05
299,/home/data1/ygq/scene/datas/15scene/05/1514.jpg,05
300,/home/data1/ygq/scene/datas/15scene/10/2924.jpg,10
301,/home/data1/ygq/scene/datas/15scene/06/1755.jpg,06
302,/home/data1/ygq/scene/datas/15scene/08/2319.jpg,08
303,/home/data1/ygq/scene/datas/15scene/05/1290.jpg,05
304,/home/data1/ygq/scene/datas/15scene/10/3166.jpg,10
305,/home/data1/ygq/scene/datas/15scene/10/3236.jpg,10
306,/home/data1/ygq/scene/datas/15scene/00/181.jpg,00
307,/home/data1/ygq/scene/datas/15scene/02/529.jpg,02
308,/home/data1/ygq/scene/datas/15scene/01/328.jpg,01
309,/home/data1/ygq/scene/datas/15scene/10/3221.jpg,10
310,/home/data1/ygq/scene/datas/15scene/10/3275.jpg,10
311,/home/data1/ygq/scene/datas/15scene/10/3121.jpg,10
312,/home/data1/ygq/scene/datas/15scene/08/2473.jpg,08
313,/home/data1/ygq/scene/datas/15scene/14/4277.jpg,14
314,/home/data1/ygq/scene/datas/15scene/12/3750.jpg,12
315,/home/data1/ygq/scene/datas/15scene/05/1391.jpg,05
316,/home/data1/ygq/scene/datas/15scene/09/2691.jpg,09
317,/home/data1/ygq/scene/datas/15scene/00/152.jpg,00
318,/home/data1/ygq/scene/datas/15scene/10/2948.jpg,10
319,/home/data1/ygq/scene/datas/15scene/11/3412.jpg,11
320,/home/data1/ygq/scene/datas/15scene/10/2951.jpg,10
321,/home/data1/ygq/scene/datas/15scene/14/4217.jpg,14
322,/home/data1/ygq/scene/datas/15scene/04/1250.jpg,04
323,/home/data1/ygq/scene/datas/15scene/05/1389.jpg,05
324,/home/data1/ygq/scene/datas/15scene/04/1006.jpg,04
325,/home/data1/ygq/scene/datas/15scene/01/425.jpg,01
326,/home/data1/ygq/scene/datas/15scene/14/4321.jpg,14
327,/home/data1/ygq/scene/datas/15scene/01/262.jpg,01
328,/home/data1/ygq/scene/datas/15scene/13/4134.jpg,13
329,/home/data1/ygq/scene/datas/15scene/09/2736.jpg,09
330,/home/data1/ygq/scene/datas/15scene/14/4477.jpg,14
331,/home/data1/ygq/scene/datas/15scene/13/4085.jpg,13
332,/home/data1/ygq/scene/datas/15scene/12/3600.jpg,12
333,/home/data1/ygq/scene/datas/15scene/10/3144.jpg,10
334,/home/data1/ygq/scene/datas/15scene/08/2438.jpg,08
335,/home/data1/ygq/scene/datas/15scene/12/3899.jpg,12
336,/home/data1/ygq/scene/datas/15scene/00/184.jpg,00
337,/home/data1/ygq/scene/datas/15scene/02/717.jpg,02
338,/home/data1/ygq/scene/datas/15scene/08/2455.jpg,08
339,/home/data1/ygq/scene/datas/15scene/10/3253.jpg,10
340,/home/data1/ygq/scene/datas/15scene/11/3564.jpg,11
341,/home/data1/ygq/scene/datas/15scene/11/3520.jpg,11
342,/home/data1/ygq/scene/datas/15scene/07/2154.jpg,07
343,/home/data1/ygq/scene/datas/15scene/10/3102.jpg,10
344,/home/data1/ygq/scene/datas/15scene/12/3866.jpg,12
345,/home/data1/ygq/scene/datas/15scene/04/1177.jpg,04
346,/home/data1/ygq/scene/datas/15scene/04/1021.jpg,04
347,/home/data1/ygq/scene/datas/15scene/01/393.jpg,01
348,/home/data1/ygq/scene/datas/15scene/11/3590.jpg,11
349,/home/data1/ygq/scene/datas/15scene/06/1942.jpg,06
350,/home/data1/ygq/scene/datas/15scene/04/1090.jpg,04
351,/home/data1/ygq/scene/datas/15scene/03/877.jpg,03
352,/home/data1/ygq/scene/datas/15scene/14/4287.jpg,14
353,/home/data1/ygq/scene/datas/15scene/02/741.jpg,02
354,/home/data1/ygq/scene/datas/15scene/00/6.jpg,00
355,/home/data1/ygq/scene/datas/15scene/10/3069.jpg,10
356,/home/data1/ygq/scene/datas/15scene/09/2749.jpg,09
357,/home/data1/ygq/scene/datas/15scene/06/1917.jpg,06
358,/home/data1/ygq/scene/datas/15scene/09/2560.jpg,09
359,/home/data1/ygq/scene/datas/15scene/07/2022.jpg,07
360,/home/data1/ygq/scene/datas/15scene/12/3761.jpg,12
361,/home/data1/ygq/scene/datas/15scene/06/1661.jpg,06
362,/home/data1/ygq/scene/datas/15scene/09/2804.jpg,09
363,/home/data1/ygq/scene/datas/15scene/02/670.jpg,02
364,/home/data1/ygq/scene/datas/15scene/06/1822.jpg,06
365,/home/data1/ygq/scene/datas/15scene/00/81.jpg,00
366,/home/data1/ygq/scene/datas/15scene/13/3984.jpg,13
367,/home/data1/ygq/scene/datas/15scene/08/2513.jpg,08
368,/home/data1/ygq/scene/datas/15scene/14/4312.jpg,14
369,/home/data1/ygq/scene/datas/15scene/13/4083.jpg,13
370,/home/data1/ygq/scene/datas/15scene/11/3327.jpg,11
371,/home/data1/ygq/scene/datas/15scene/04/993.jpg,04
372,/home/data1/ygq/scene/datas/15scene/05/1545.jpg,05
373,/home/data1/ygq/scene/datas/15scene/02/599.jpg,02
374,/home/data1/ygq/scene/datas/15scene/13/4008.jpg,13
375,/home/data1/ygq/scene/datas/15scene/03/936.jpg,03
376,/home/data1/ygq/scene/datas/15scene/14/4347.jpg,14
377,/home/data1/ygq/scene/datas/15scene/13/4010.jpg,13
378,/home/data1/ygq/scene/datas/15scene/00/16.jpg,00
379,/home/data1/ygq/scene/datas/15scene/08/2254.jpg,08
380,/home/data1/ygq/scene/datas/15scene/12/3691.jpg,12
381,/home/data1/ygq/scene/datas/15scene/12/3784.jpg,12
382,/home/data1/ygq/scene/datas/15scene/14/4469.jpg,14
383,/home/data1/ygq/scene/datas/15scene/14/4467.jpg,14
384,/home/data1/ygq/scene/datas/15scene/05/1577.jpg,05
385,/home/data1/ygq/scene/datas/15scene/12/3841.jpg,12
386,/home/data1/ygq/scene/datas/15scene/10/3282.jpg,10
387,/home/data1/ygq/scene/datas/15scene/13/4119.jpg,13
388,/home/data1/ygq/scene/datas/15scene/08/2271.jpg,08
389,/home/data1/ygq/scene/datas/15scene/07/2136.jpg,07
390,/home/data1/ygq/scene/datas/15scene/02/745.jpg,02
391,/home/data1/ygq/scene/datas/15scene/10/3286.jpg,10
392,/home/data1/ygq/scene/datas/15scene/10/3295.jpg,10
393,/home/data1/ygq/scene/datas/15scene/06/1819.jpg,06
394,/home/data1/ygq/scene/datas/15scene/03/857.jpg,03
395,/home/data1/ygq/scene/datas/15scene/10/3278.jpg,10
396,/home/data1/ygq/scene/datas/15scene/09/2696.jpg,09
397,/home/data1/ygq/scene/datas/15scene/08/2287.jpg,08
398,/home/data1/ygq/scene/datas/15scene/02/601.jpg,02
399,/home/data1/ygq/scene/datas/15scene/07/1966.jpg,07
400,/home/data1/ygq/scene/datas/15scene/07/1960.jpg,07
401,/home/data1/ygq/scene/datas/15scene/12/3680.jpg,12
402,/home/data1/ygq/scene/datas/15scene/10/3134.jpg,10
403,/home/data1/ygq/scene/datas/15scene/13/4111.jpg,13
404,/home/data1/ygq/scene/datas/15scene/13/4133.jpg,13
405,/home/data1/ygq/scene/datas/15scene/01/324.jpg,01
406,/home/data1/ygq/scene/datas/15scene/03/849.jpg,03
407,/home/data1/ygq/scene/datas/15scene/09/2868.jpg,09
408,/home/data1/ygq/scene/datas/15scene/11/3406.jpg,11
409,/home/data1/ygq/scene/datas/15scene/01/445.jpg,01
410,/home/data1/ygq/scene/datas/15scene/12/3798.jpg,12
411,/home/data1/ygq/scene/datas/15scene/11/3591.jpg,11
412,/home/data1/ygq/scene/datas/15scene/02/656.jpg,02
413,/home/data1/ygq/scene/datas/15scene/14/4451.jpg,14
414,/home/data1/ygq/scene/datas/15scene/09/2857.jpg,09
415,/home/data1/ygq/scene/datas/15scene/11/3372.jpg,11
416,/home/data1/ygq/scene/datas/15scene/12/3719.jpg,12
417,/home/data1/ygq/scene/datas/15scene/07/2111.jpg,07
418,/home/data1/ygq/scene/datas/15scene/10/3085.jpg,10
419,/home/data1/ygq/scene/datas/15scene/08/2490.jpg,08
420,/home/data1/ygq/scene/datas/15scene/05/1325.jpg,05
421,/home/data1/ygq/scene/datas/15scene/09/2631.jpg,09
422,/home/data1/ygq/scene/datas/15scene/00/180.jpg,00
423,/home/data1/ygq/scene/datas/15scene/14/4464.jpg,14
424,/home/data1/ygq/scene/datas/15scene/12/3896.jpg,12
425,/home/data1/ygq/scene/datas/15scene/06/1771.jpg,06
